"AGE_1","INCOME_1","TIMELAG_1","NUM_GIFTS_1","NUM_PROM_1","AMOUNT_GIFTS_1","AMOUNT_LASTGIFT_1","GIFT_RECENCY_1","PROM_RECENCY_1","ACTION_1","REWARD_1","AGE_2","INCOME_2","TIMELAG_2","NUM_GIFTS_2","NUM_PROM_2","AMOUNT_GIFTS_2","AMOUNT_LASTGIFT_2","GIFT_RECENCY_2","PROM_RECENCY_2","ACTION_2","REWARD_2","AGE_3","INCOME_3","TIMELAG_3","NUM_GIFTS_3","NUM_PROM_3","AMOUNT_GIFTS_3","AMOUNT_LASTGIFT_3","GIFT_RECENCY_3","PROM_RECENCY_3","ACTION_3","REWARD_3","AGE_4","INCOME_4","TIMELAG_4","NUM_GIFTS_4","NUM_PROM_4","AMOUNT_GIFTS_4","AMOUNT_LASTGIFT_4","GIFT_RECENCY_4","PROM_RECENCY_4","ACTION_4","REWARD_4","AGE_5","INCOME_5","TIMELAG_5","NUM_GIFTS_5","NUM_PROM_5","AMOUNT_GIFTS_5","AMOUNT_LASTGIFT_5","GIFT_RECENCY_5","PROM_RECENCY_5","ACTION_5","REWARD_5","AGE_6","INCOME_6","TIMELAG_6","NUM_GIFTS_6","NUM_PROM_6","AMOUNT_GIFTS_6","AMOUNT_LASTGIFT_6","GIFT_RECENCY_6","PROM_RECENCY_6","ACTION_6","REWARD_6","AGE_7","INCOME_7","TIMELAG_7","NUM_GIFTS_7","NUM_PROM_7","AMOUNT_GIFTS_7","AMOUNT_LASTGIFT_7","GIFT_RECENCY_7","PROM_RECENCY_7","ACTION_7","REWARD_7","AGE_8","INCOME_8","TIMELAG_8","NUM_GIFTS_8","NUM_PROM_8","AMOUNT_GIFTS_8","AMOUNT_LASTGIFT_8","GIFT_RECENCY_8","PROM_RECENCY_8","ACTION_8","REWARD_8","AGE_9","INCOME_9","TIMELAG_9","NUM_GIFTS_9","NUM_PROM_9","AMOUNT_GIFTS_9","AMOUNT_LASTGIFT_9","GIFT_RECENCY_9","PROM_RECENCY_9","ACTION_9","REWARD_9","AGE_10","INCOME_10","TIMELAG_10","NUM_GIFTS_10","NUM_PROM_10","AMOUNT_GIFTS_10","AMOUNT_LASTGIFT_10","GIFT_RECENCY_10","PROM_RECENCY_10","ACTION_10","REWARD_10","AGE_11","INCOME_11","TIMELAG_11","NUM_GIFTS_11","NUM_PROM_11","AMOUNT_GIFTS_11","AMOUNT_LASTGIFT_11","GIFT_RECENCY_11","PROM_RECENCY_11","ACTION_11","REWARD_11","AGE_12","INCOME_12","TIMELAG_12","NUM_GIFTS_12","NUM_PROM_12","AMOUNT_GIFTS_12","AMOUNT_LASTGIFT_12","GIFT_RECENCY_12","PROM_RECENCY_12","ACTION_12","REWARD_12","AGE_13","INCOME_13","TIMELAG_13","NUM_GIFTS_13","NUM_PROM_13","AMOUNT_GIFTS_13","AMOUNT_LASTGIFT_13","GIFT_RECENCY_13","PROM_RECENCY_13","ACTION_13","REWARD_13","AGE_14","INCOME_14","TIMELAG_14","NUM_GIFTS_14","NUM_PROM_14","AMOUNT_GIFTS_14","AMOUNT_LASTGIFT_14","GIFT_RECENCY_14","PROM_RECENCY_14","ACTION_14","REWARD_14","AGE_15","INCOME_15","TIMELAG_15","NUM_GIFTS_15","NUM_PROM_15","AMOUNT_GIFTS_15","AMOUNT_LASTGIFT_15","GIFT_RECENCY_15","PROM_RECENCY_15","ACTION_15","REWARD_15","AGE_16","INCOME_16","TIMELAG_16","NUM_GIFTS_16","NUM_PROM_16","AMOUNT_GIFTS_16","AMOUNT_LASTGIFT_16","GIFT_RECENCY_16","PROM_RECENCY_16","ACTION_16","REWARD_16","AGE_17","INCOME_17","TIMELAG_17","NUM_GIFTS_17","NUM_PROM_17","AMOUNT_GIFTS_17","AMOUNT_LASTGIFT_17","GIFT_RECENCY_17","PROM_RECENCY_17","ACTION_17","REWARD_17","AGE_18","INCOME_18","TIMELAG_18","NUM_GIFTS_18","NUM_PROM_18","AMOUNT_GIFTS_18","AMOUNT_LASTGIFT_18","GIFT_RECENCY_18","PROM_RECENCY_18","ACTION_18","REWARD_18","AGE_19","INCOME_19","TIMELAG_19","NUM_GIFTS_19","NUM_PROM_19","AMOUNT_GIFTS_19","AMOUNT_LASTGIFT_19","GIFT_RECENCY_19","PROM_RECENCY_19","ACTION_19","REWARD_19","AGE_20","INCOME_20","TIMELAG_20","NUM_GIFTS_20","NUM_PROM_20","AMOUNT_GIFTS_20","AMOUNT_LASTGIFT_20","GIFT_RECENCY_20","PROM_RECENCY_20","ACTION_20","REWARD_20","AGE_21","INCOME_21","TIMELAG_21","NUM_GIFTS_21","NUM_PROM_21","AMOUNT_GIFTS_21","AMOUNT_LASTGIFT_21","GIFT_RECENCY_21","PROM_RECENCY_21","ACTION_21","REWARD_21","AGE_22","INCOME_22","TIMELAG_22","NUM_GIFTS_22","NUM_PROM_22","AMOUNT_GIFTS_22","AMOUNT_LASTGIFT_22","GIFT_RECENCY_22","PROM_RECENCY_22","ACTION_22","REWARD_22","AGE_23","INCOME_23","TIMELAG_23","NUM_GIFTS_23","NUM_PROM_23","AMOUNT_GIFTS_23","AMOUNT_LASTGIFT_23","GIFT_RECENCY_23","PROM_RECENCY_23","ACTION_23","REWARD_23","AGE_24","INCOME_24","TIMELAG_24","NUM_GIFTS_24","NUM_PROM_24","AMOUNT_GIFTS_24","AMOUNT_LASTGIFT_24","GIFT_RECENCY_24","PROM_RECENCY_24","ACTION_24","REWARD_24","AGE_25","INCOME_25","TIMELAG_25","NUM_GIFTS_25","NUM_PROM_25","AMOUNT_GIFTS_25","AMOUNT_LASTGIFT_25","GIFT_RECENCY_25","PROM_RECENCY_25"
NA,NA,10,5,21,80.0,20.0,NA,2,true,-0.68,NA,NA,10,5,22,80.0,20.0,NA,0,false,0.0,NA,NA,10,5,22,80.0,20.0,NA,1,true,20.32,NA,NA,10,6,23,101.0,21.0,0,0,false,0.0,NA,NA,10,6,23,101.0,21.0,1,1,true,19.32,NA,NA,10,7,24,121.0,20.0,0,0,true,4.32,NA,NA,10,8,25,126.0,5.0,0,0,true,4.32,NA,NA,10,9,26,131.0,5.0,0,0,false,0.0,NA,NA,10,9,26,131.0,5.0,1,1,true,-0.68,NA,NA,10,9,27,131.0,5.0,2,0,true,-0.68,NA,NA,10,9,28,131.0,5.0,3,0,true,-0.68,NA,NA,10,9,29,131.0,5.0,4,0,true,-0.68,NA,NA,10,9,30,131.0,5.0,5,0,true,-0.68,NA,NA,10,9,31,131.0,5.0,6,0,true,-0.68,NA,NA,10,9,32,131.0,5.0,7,0,false,0.0,NA,NA,10,9,32,131.0,5.0,8,1,true,-0.68,NA,NA,10,9,33,131.0,5.0,9,0,true,-0.68,NA,NA,10,9,34,131.0,5.0,10,0,true,-0.68,NA,NA,10,9,35,131.0,5.0,11,0,false,0.0,NA,NA,10,9,35,131.0,5.0,12,1,true,-0.68,NA,NA,10,9,36,131.0,5.0,13,0,false,0.0,NA,NA,10,9,36,131.0,5.0,14,1,true,14.32,NA,NA,10,10,37,146.0,15.0,0,0,false,0.0,NA,NA,10,10,37,146.0,15.0,1,1,true,-0.68,NA,NA,10,10,38,146.0,15.0,2,0
81,5,4,1,11,10.0,10.0,1,1,false,0.0,81,5,4,1,11,10.0,10.0,2,2,true,10.32,81,5,4,2,12,21.0,11.0,0,0,true,-0.68,81,5,4,2,13,21.0,11.0,1,0,true,-0.68,81,5,4,2,14,21.0,11.0,2,0,true,-0.68,81,5,4,2,15,21.0,11.0,3,0,true,-0.68,81,5,4,2,16,21.0,11.0,4,0,false,0.0,81,5,4,2,16,21.0,11.0,5,1,true,-0.68,81,5,4,2,17,21.0,11.0,6,0,true,-0.68,81,5,4,2,18,21.0,11.0,7,0,true,14.32,81,5,4,3,19,36.0,15.0,0,0,false,0.0,81,5,4,3,19,36.0,15.0,1,1,true,-0.68,82,5,4,3,20,36.0,15.0,2,0,false,0.0,82,5,4,3,20,36.0,15.0,3,1,false,0.0,82,5,4,3,20,36.0,15.0,4,2,true,-0.68,82,5,4,3,21,36.0,15.0,5,0,false,0.0,82,5,4,3,21,36.0,15.0,6,1,false,0.0,82,5,4,3,21,36.0,15.0,7,2,false,0.0,82,5,4,3,21,36.0,15.0,8,3,true,-0.68,82,5,4,3,22,36.0,15.0,9,0,true,-0.68,82,5,4,3,23,36.0,15.0,10,0,true,15.32,82,5,4,4,24,52.0,16.0,0,0,true,-0.68,82,5,4,4,25,52.0,16.0,1,0,false,0.0,82,5,4,4,25,52.0,16.0,2,1,true,19.32,83,5,4,5,26,72.0,20.0,0,0
50,7,5,3,20,32.0,NA,NA,NA,true,-0.68,50,7,5,3,21,32.0,NA,NA,0,true,-0.68,50,7,5,3,22,32.0,NA,NA,0,true,-0.68,50,7,5,3,23,32.0,NA,NA,0,false,0.0,50,7,5,3,23,32.0,NA,NA,1,false,0.0,50,7,5,3,23,32.0,NA,NA,2,true,-0.68,50,7,5,3,24,32.0,NA,NA,0,false,0.0,50,7,5,3,24,32.0,NA,NA,1,false,0.0,50,7,5,3,24,32.0,NA,NA,2,true,-0.68,50,7,5,3,25,32.0,NA,NA,0,false,0.0,50,7,5,3,25,32.0,NA,NA,1,false,0.0,50,7,5,3,25,32.0,NA,NA,2,false,0.0,51,7,5,3,25,32.0,NA,NA,3,true,-0.68,51,7,5,3,26,32.0,NA,NA,0,true,-0.68,51,7,5,3,27,32.0,NA,NA,0,true,-0.68,51,7,5,3,28,32.0,NA,NA,0,false,0.0,51,7,5,3,28,32.0,NA,NA,1,true,-0.68,51,7,5,3,29,32.0,NA,NA,0,false,0.0,51,7,5,3,29,32.0,NA,NA,1,true,-0.68,51,7,5,3,30,32.0,NA,NA,0,false,0.0,51,7,5,3,30,32.0,NA,NA,1,true,-0.68,51,7,5,3,31,32.0,NA,NA,0,false,0.0,51,7,5,3,31,32.0,NA,NA,1,true,-0.68,51,7,5,3,32,32.0,NA,NA,0,true,-0.68,52,7,5,3,33,32.0,NA,NA,0
NA,NA,5,6,25,54.0,12.0,4,0,true,-0.68,NA,NA,5,6,26,54.0,12.0,5,0,true,-0.68,NA,NA,5,6,27,54.0,12.0,6,0,true,-0.68,NA,NA,5,6,28,54.0,12.0,7,0,true,-0.68,NA,NA,5,6,29,54.0,12.0,8,0,false,0.0,NA,NA,5,6,29,54.0,12.0,9,1,true,-0.68,NA,NA,5,6,30,54.0,12.0,10,0,false,0.0,NA,NA,5,6,30,54.0,12.0,11,1,true,19.32,NA,NA,5,7,31,74.0,20.0,0,0,true,-0.68,NA,NA,5,7,32,74.0,20.0,1,0,true,19.32,NA,NA,5,8,33,94.0,20.0,0,0,false,0.0,NA,NA,5,8,33,94.0,20.0,1,1,true,1.3199999999999998,NA,NA,5,9,34,96.0,2.0,0,0,true,-0.68,NA,NA,5,9,35,96.0,2.0,1,0,false,0.0,NA,NA,5,9,35,96.0,2.0,2,1,false,0.0,NA,NA,5,9,35,96.0,2.0,3,2,true,-0.68,NA,NA,5,9,36,96.0,2.0,4,0,true,5.32,NA,NA,5,10,37,102.0,6.0,0,0,true,-0.68,NA,NA,5,10,38,102.0,6.0,1,0,false,0.0,NA,NA,5,10,38,102.0,6.0,2,1,true,-0.68,NA,NA,5,10,39,102.0,6.0,3,0,true,4.32,NA,NA,5,11,40,107.0,5.0,0,0,true,-0.68,NA,NA,5,11,41,107.0,5.0,1,0,false,0.0,NA,NA,5,11,41,107.0,5.0,2,1,true,-0.68,NA,NA,5,11,42,107.0,5.0,3,0
44,6,NA,0,7,0.0,NA,NA,NA,false,0.0,44,6,NA,0,7,0.0,NA,NA,NA,true,-0.68,44,6,NA,0,8,0.0,NA,NA,0,true,-0.68,44,6,NA,0,9,0.0,NA,NA,0,true,-0.68,44,6,NA,0,10,0.0,NA,NA,0,true,-0.68,44,6,NA,0,11,0.0,NA,NA,0,false,0.0,44,6,NA,0,11,0.0,NA,NA,1,false,0.0,44,6,NA,0,11,0.0,NA,NA,2,true,-0.68,44,6,NA,0,12,0.0,NA,NA,0,false,0.0,44,6,NA,0,12,0.0,NA,NA,1,false,0.0,44,6,NA,0,12,0.0,NA,NA,2,false,0.0,44,6,NA,0,12,0.0,NA,NA,3,false,0.0,45,6,NA,0,12,0.0,NA,NA,4,false,0.0,45,6,NA,0,12,0.0,NA,NA,5,true,19.32,45,6,NA,1,13,20.0,20.0,0,0,true,21.32,45,6,NA,2,14,42.0,22.0,0,0,true,-0.68,45,6,NA,2,15,42.0,22.0,1,0,true,4.32,45,6,NA,3,16,47.0,5.0,0,0,true,-0.68,45,6,NA,3,17,47.0,5.0,1,0,false,0.0,45,6,NA,3,17,47.0,5.0,2,1,false,0.0,45,6,NA,3,17,47.0,5.0,3,2,true,-0.68,45,6,NA,3,18,47.0,5.0,4,0,true,-0.68,45,6,NA,3,19,47.0,5.0,5,0,false,0.0,45,6,NA,3,19,47.0,5.0,6,1,true,-0.68,46,6,NA,3,20,47.0,5.0,7,0
NA,NA,6,20,39,177.0,10.0,1,1,true,9.32,NA,NA,6,21,40,187.0,10.0,0,0,false,0.0,NA,NA,6,21,40,187.0,10.0,1,1,false,0.0,NA,NA,6,21,40,187.0,10.0,2,2,true,-0.68,NA,NA,6,21,41,187.0,10.0,3,0,false,0.0,NA,NA,6,21,41,187.0,10.0,4,1,false,0.0,NA,NA,6,21,41,187.0,10.0,5,2,true,4.32,NA,NA,6,22,42,192.0,5.0,0,0,true,4.32,NA,NA,6,23,43,197.0,5.0,0,0,true,-0.68,NA,NA,6,23,44,197.0,5.0,1,0,true,8.32,NA,NA,6,24,45,206.0,9.0,0,0,true,-0.68,NA,NA,6,24,46,206.0,9.0,1,0,true,-0.68,NA,NA,6,24,47,206.0,9.0,2,0,true,-0.68,NA,NA,6,24,48,206.0,9.0,3,0,true,-0.68,NA,NA,6,24,49,206.0,9.0,4,0,true,3.32,NA,NA,6,25,50,210.0,4.0,0,0,true,9.32,NA,NA,6,26,51,220.0,10.0,0,0,false,0.0,NA,NA,6,26,51,220.0,10.0,1,1,true,-0.68,NA,NA,6,26,52,220.0,10.0,2,0,false,0.0,NA,NA,6,26,52,220.0,10.0,3,1,true,-0.68,NA,NA,6,26,53,220.0,10.0,4,0,false,0.0,NA,NA,6,26,53,220.0,10.0,5,1,true,-0.68,NA,NA,6,26,54,220.0,10.0,6,0,true,-0.68,NA,NA,6,26,55,220.0,10.0,7,0,true,-0.68,NA,NA,6,26,56,220.0,10.0,8,0
50,4,6,4,25,72.0,20.0,6,2,false,0.0,50,4,6,4,25,72.0,20.0,7,3,true,9.32,50,4,6,5,26,82.0,10.0,0,0,true,-0.68,50,4,6,5,27,82.0,10.0,1,0,true,-0.68,50,4,6,5,28,82.0,10.0,2,0,true,-0.68,50,4,6,5,29,82.0,10.0,3,0,true,-0.68,50,4,6,5,30,82.0,10.0,4,0,true,-0.68,50,4,6,5,31,82.0,10.0,5,0,true,-0.68,50,4,6,5,32,82.0,10.0,6,0,false,0.0,50,4,6,5,32,82.0,10.0,7,1,false,0.0,50,4,6,5,32,82.0,10.0,8,2,false,0.0,50,4,6,5,32,82.0,10.0,9,3,true,-0.68,51,4,6,5,33,82.0,10.0,10,0,true,-0.68,51,4,6,5,34,82.0,10.0,11,0,false,0.0,51,4,6,5,34,82.0,10.0,12,1,true,-0.68,51,4,6,5,35,82.0,10.0,13,0,false,0.0,51,4,6,5,35,82.0,10.0,14,1,true,-0.68,51,4,6,5,36,82.0,10.0,15,0,false,0.0,51,4,6,5,36,82.0,10.0,16,1,true,-0.68,51,4,6,5,37,82.0,10.0,17,0,true,-0.68,51,4,6,5,38,82.0,10.0,18,0,false,0.0,51,4,6,5,38,82.0,10.0,19,1,false,0.0,51,4,6,5,38,82.0,10.0,20,2,false,0.0,51,4,6,5,38,82.0,10.0,21,3,false,0.0,52,4,6,5,38,82.0,10.0,22,4
NA,4,5,2,21,30.0,15.0,8,1,true,24.32,NA,4,5,3,22,55.0,25.0,0,0,true,-0.68,NA,4,5,3,23,55.0,25.0,1,0,false,0.0,NA,4,5,3,23,55.0,25.0,2,1,true,14.32,NA,4,5,4,24,70.0,15.0,0,0,true,4.32,NA,4,5,5,25,75.0,5.0,0,0,false,0.0,NA,4,5,5,25,75.0,5.0,1,1,true,-0.68,NA,4,5,5,26,75.0,5.0,2,0,false,0.0,NA,4,5,5,26,75.0,5.0,3,1,true,4.32,NA,4,5,6,27,80.0,5.0,0,0,true,-0.68,NA,4,5,6,28,80.0,5.0,1,0,true,-0.68,NA,4,5,6,29,80.0,5.0,2,0,true,19.32,NA,4,5,7,30,100.0,20.0,0,0,true,19.32,NA,4,5,8,31,120.0,20.0,0,0,true,-0.68,NA,4,5,8,32,120.0,20.0,1,0,false,0.0,NA,4,5,8,32,120.0,20.0,2,1,false,0.0,NA,4,5,8,32,120.0,20.0,3,2,true,2.32,NA,4,5,9,33,123.0,3.0,0,0,false,0.0,NA,4,5,9,33,123.0,3.0,1,1,true,-0.68,NA,4,5,9,34,123.0,3.0,2,0,true,-0.68,NA,4,5,9,35,123.0,3.0,3,0,true,-0.68,NA,4,5,9,36,123.0,3.0,4,0,true,3.32,NA,4,5,10,37,127.0,4.0,0,0,false,0.0,NA,4,5,10,37,127.0,4.0,1,1,false,0.0,NA,4,5,10,37,127.0,4.0,2,2
NA,5,3,8,52,99.0,16.0,7,3,true,-0.68,NA,5,3,8,53,99.0,16.0,8,0,false,0.0,NA,5,3,8,53,99.0,16.0,9,1,false,0.0,NA,5,3,8,53,99.0,16.0,10,2,false,0.0,NA,5,3,8,53,99.0,16.0,11,3,false,0.0,NA,5,3,8,53,99.0,16.0,12,4,true,-0.68,NA,5,3,8,54,99.0,16.0,13,0,false,0.0,NA,5,3,8,54,99.0,16.0,14,1,true,-0.68,NA,5,3,8,55,99.0,16.0,15,0,false,0.0,NA,5,3,8,55,99.0,16.0,16,1,true,-0.68,NA,5,3,8,56,99.0,16.0,17,0,true,-0.68,NA,5,3,8,57,99.0,16.0,18,0,true,-0.68,NA,5,3,8,58,99.0,16.0,19,0,true,-0.68,NA,5,3,8,59,99.0,16.0,20,0,false,0.0,NA,5,3,8,59,99.0,16.0,21,1,true,-0.68,NA,5,3,8,60,99.0,16.0,22,0,false,0.0,NA,5,3,8,60,99.0,16.0,23,1,false,0.0,NA,5,3,8,60,99.0,16.0,24,2,true,-0.68,NA,5,3,8,61,99.0,16.0,25,0,true,-0.68,NA,5,3,8,62,99.0,16.0,26,0,true,-0.68,NA,5,3,8,63,99.0,16.0,27,0,true,-0.68,NA,5,3,8,64,99.0,16.0,28,0,false,0.0,NA,5,3,8,64,99.0,16.0,29,1,true,-0.68,NA,5,3,8,65,99.0,16.0,30,0,true,49.32,NA,5,3,9,66,149.0,50.0,0,0
36,6,12,19,52,248.0,14.0,2,0,false,0.0,36,6,12,19,52,248.0,14.0,3,1,true,4.32,36,6,12,20,53,253.0,5.0,0,0,false,0.0,36,6,12,20,53,253.0,5.0,1,1,true,-0.68,36,6,12,20,54,253.0,5.0,2,0,false,0.0,36,6,12,20,54,253.0,5.0,3,1,true,-0.68,36,6,12,20,55,253.0,5.0,4,0,true,-0.68,36,6,12,20,56,253.0,5.0,5,0,true,-0.68,36,6,12,20,57,253.0,5.0,6,0,true,-0.68,36,6,12,20,58,253.0,5.0,7,0,true,-0.68,36,6,12,20,59,253.0,5.0,8,0,false,0.0,36,6,12,20,59,253.0,5.0,9,1,false,0.0,37,6,12,20,59,253.0,5.0,10,2,true,-0.68,37,6,12,20,60,253.0,5.0,11,0,true,-0.68,37,6,12,20,61,253.0,5.0,12,0,false,0.0,37,6,12,20,61,253.0,5.0,13,1,true,-0.68,37,6,12,20,62,253.0,5.0,14,0,false,0.0,37,6,12,20,62,253.0,5.0,15,1,false,0.0,37,6,12,20,62,253.0,5.0,16,2,false,0.0,37,6,12,20,62,253.0,5.0,17,3,false,0.0,37,6,12,20,62,253.0,5.0,18,4,false,0.0,37,6,12,20,62,253.0,5.0,19,5,true,-0.68,37,6,12,20,63,253.0,5.0,20,0,true,-0.68,37,6,12,20,64,253.0,5.0,21,0,false,0.0,38,6,12,20,64,253.0,5.0,22,1
NA,NA,NA,0,11,0.0,NA,NA,NA,false,0.0,NA,NA,NA,0,11,0.0,NA,NA,NA,true,-0.68,NA,NA,NA,0,12,0.0,NA,NA,0,false,0.0,NA,NA,NA,0,12,0.0,NA,NA,1,true,34.32,NA,NA,NA,1,13,35.0,35.0,0,0,true,19.32,NA,NA,NA,2,14,55.0,20.0,0,0,true,14.32,NA,NA,NA,3,15,70.0,15.0,0,0,true,-0.68,NA,NA,NA,3,16,70.0,15.0,1,0,true,-0.68,NA,NA,NA,3,17,70.0,15.0,2,0,false,0.0,NA,NA,NA,3,17,70.0,15.0,3,1,false,0.0,NA,NA,NA,3,17,70.0,15.0,4,2,true,-0.68,NA,NA,NA,3,18,70.0,15.0,5,0,true,-0.68,NA,NA,NA,3,19,70.0,15.0,6,0,false,0.0,NA,NA,NA,3,19,70.0,15.0,7,1,true,-0.68,NA,NA,NA,3,20,70.0,15.0,8,0,true,-0.68,NA,NA,NA,3,21,70.0,15.0,9,0,true,9.32,NA,NA,NA,4,22,80.0,10.0,0,0,true,-0.68,NA,NA,NA,4,23,80.0,10.0,1,0,false,0.0,NA,NA,NA,4,23,80.0,10.0,2,1,true,-0.68,NA,NA,NA,4,24,80.0,10.0,3,0,false,0.0,NA,NA,NA,4,24,80.0,10.0,4,1,true,-0.68,NA,NA,NA,4,25,80.0,10.0,5,0,false,0.0,NA,NA,NA,4,25,80.0,10.0,6,1,false,0.0,NA,NA,NA,4,25,80.0,10.0,7,2,true,-0.68,NA,NA,NA,4,26,80.0,10.0,8,0
63,6,2,19,63,186.0,20.0,2,2,true,-0.68,63,6,2,19,64,186.0,20.0,3,0,false,0.0,63,6,2,19,64,186.0,20.0,4,1,false,0.0,63,6,2,19,64,186.0,20.0,5,2,true,8.32,63,6,2,20,65,195.0,9.0,0,0,false,0.0,63,6,2,20,65,195.0,9.0,1,1,false,0.0,63,6,2,20,65,195.0,9.0,2,2,true,9.32,63,6,2,21,66,205.0,10.0,0,0,false,0.0,63,6,2,21,66,205.0,10.0,1,1,true,-0.68,63,6,2,21,67,205.0,10.0,2,0,false,0.0,63,6,2,21,67,205.0,10.0,3,1,false,0.0,63,6,2,21,67,205.0,10.0,4,2,true,-0.68,64,6,2,21,68,205.0,10.0,5,0,true,9.32,64,6,2,22,69,215.0,10.0,0,0,true,-0.68,64,6,2,22,70,215.0,10.0,1,0,false,0.0,64,6,2,22,70,215.0,10.0,2,1,false,0.0,64,6,2,22,70,215.0,10.0,3,2,true,-0.68,64,6,2,22,71,215.0,10.0,4,0,true,-0.68,64,6,2,22,72,215.0,10.0,5,0,false,0.0,64,6,2,22,72,215.0,10.0,6,1,true,-0.68,64,6,2,22,73,215.0,10.0,7,0,false,0.0,64,6,2,22,73,215.0,10.0,8,1,true,8.32,64,6,2,23,74,224.0,9.0,0,0,true,-0.68,64,6,2,23,75,224.0,9.0,1,0,true,27.32,65,6,2,24,76,252.0,28.0,0,0
71,1,2,5,22,56.0,15.0,2,2,true,-0.68,71,1,2,5,23,56.0,15.0,3,0,true,-0.68,71,1,2,5,24,56.0,15.0,4,0,false,0.0,71,1,2,5,24,56.0,15.0,5,1,true,9.32,71,1,2,6,25,66.0,10.0,0,0,true,-0.68,71,1,2,6,26,66.0,10.0,1,0,true,-0.68,71,1,2,6,27,66.0,10.0,2,0,false,0.0,71,1,2,6,27,66.0,10.0,3,1,false,0.0,71,1,2,6,27,66.0,10.0,4,2,true,-0.68,71,1,2,6,28,66.0,10.0,5,0,false,0.0,71,1,2,6,28,66.0,10.0,6,1,true,-0.68,71,1,2,6,29,66.0,10.0,7,0,false,0.0,72,1,2,6,29,66.0,10.0,8,1,true,-0.68,72,1,2,6,30,66.0,10.0,9,0,false,0.0,72,1,2,6,30,66.0,10.0,10,1,false,0.0,72,1,2,6,30,66.0,10.0,11,2,true,-0.68,72,1,2,6,31,66.0,10.0,12,0,true,-0.68,72,1,2,6,32,66.0,10.0,13,0,true,14.32,72,1,2,7,33,81.0,15.0,0,0,true,-0.68,72,1,2,7,34,81.0,15.0,1,0,false,0.0,72,1,2,7,34,81.0,15.0,2,1,false,0.0,72,1,2,7,34,81.0,15.0,3,2,true,2.32,72,1,2,8,35,84.0,3.0,0,0,true,-0.68,72,1,2,8,36,84.0,3.0,1,0,false,0.0,73,1,2,8,36,84.0,3.0,2,1
39,5,7,2,20,55.0,30.0,10,1,false,0.0,39,5,7,2,20,55.0,30.0,11,2,true,-0.68,39,5,7,2,21,55.0,30.0,12,0,true,-0.68,39,5,7,2,22,55.0,30.0,13,0,true,-0.68,39,5,7,2,23,55.0,30.0,14,0,false,0.0,39,5,7,2,23,55.0,30.0,15,1,false,0.0,39,5,7,2,23,55.0,30.0,16,2,false,0.0,39,5,7,2,23,55.0,30.0,17,3,true,19.32,39,5,7,3,24,75.0,20.0,0,0,true,-0.68,39,5,7,3,25,75.0,20.0,1,0,false,0.0,39,5,7,3,25,75.0,20.0,2,1,false,0.0,39,5,7,3,25,75.0,20.0,3,2,false,0.0,40,5,7,3,25,75.0,20.0,4,3,false,0.0,40,5,7,3,25,75.0,20.0,5,4,true,-0.68,40,5,7,3,26,75.0,20.0,6,0,false,0.0,40,5,7,3,26,75.0,20.0,7,1,false,0.0,40,5,7,3,26,75.0,20.0,8,2,true,-0.68,40,5,7,3,27,75.0,20.0,9,0,false,0.0,40,5,7,3,27,75.0,20.0,10,1,false,0.0,40,5,7,3,27,75.0,20.0,11,2,true,-0.68,40,5,7,3,28,75.0,20.0,12,0,true,-0.68,40,5,7,3,29,75.0,20.0,13,0,false,0.0,40,5,7,3,29,75.0,20.0,14,1,true,-0.68,40,5,7,3,30,75.0,20.0,15,0,true,24.32,41,5,7,4,31,100.0,25.0,0,0
63,5,NA,1,11,15.0,15.0,18,4,true,19.32,63,5,NA,2,12,35.0,20.0,0,0,true,14.32,63,5,NA,3,13,50.0,15.0,0,0,true,-0.68,63,5,NA,3,14,50.0,15.0,1,0,true,-0.68,63,5,NA,3,15,50.0,15.0,2,0,true,-0.68,63,5,NA,3,16,50.0,15.0,3,0,false,0.0,63,5,NA,3,16,50.0,15.0,4,1,false,0.0,63,5,NA,3,16,50.0,15.0,5,2,true,-0.68,63,5,NA,3,17,50.0,15.0,6,0,true,-0.68,63,5,NA,3,18,50.0,15.0,7,0,true,-0.68,63,5,NA,3,19,50.0,15.0,8,0,false,0.0,63,5,NA,3,19,50.0,15.0,9,1,true,-0.68,64,5,NA,3,20,50.0,15.0,10,0,false,0.0,64,5,NA,3,20,50.0,15.0,11,1,true,-0.68,64,5,NA,3,21,50.0,15.0,12,0,true,-0.68,64,5,NA,3,22,50.0,15.0,13,0,false,0.0,64,5,NA,3,22,50.0,15.0,14,1,false,0.0,64,5,NA,3,22,50.0,15.0,15,2,true,-0.68,64,5,NA,3,23,50.0,15.0,16,0,false,0.0,64,5,NA,3,23,50.0,15.0,17,1,true,-0.68,64,5,NA,3,24,50.0,15.0,18,0,false,0.0,64,5,NA,3,24,50.0,15.0,19,1,true,-0.68,64,5,NA,3,25,50.0,15.0,20,0,false,0.0,64,5,NA,3,25,50.0,15.0,21,1,true,-0.68,65,5,NA,3,26,50.0,15.0,22,0
